Month,Day,Version,Shop,Hour,Volume
9,15,actual,MP,17,2110.91
9,15,actual,unbalance,17,396.61
9,15,plan,Total,17,4945
9,15,plan,KP,17,2844.61
9,15,plan,MP,17,2100.47
9,15,actual,Total,18,5441.59
9,15,actual,KP,18,3037.09
9,15,actual,MP,18,2404.49
9,15,actual,unbalance,18,-440.59
9,15,plan,Total,18,5001
9,15,plan,KP,18,2650.73
9,15,plan,MP,18,2350.62
9,15,actual,Total,19,5310.81
9,15,actual,KP,19,2861.77
9,15,actual,MP,19,2449.04
9,15,actual,unbalance,19,-459.81
9,15,plan,Total,19,4851
9,15,plan,KP,19,2600.73
9,15,plan,MP,19,2250.62
9,15,actual,Total,20,4397.07
9,15,actual,KP,20,2206.43
9,15,actual,MP,20,2190.64
9,15,actual,unbalance,20,902.93
9,15,plan,Total,20,5300
9,15,plan,KP,20,2950
9,15,plan,MP,20,2350
9,15,actual,Total,21,2399.27
9,15,actual,KP,21,2399.27
9,15,actual,MP,21,0
9,15,actual,unbalance,21,500.73
9,15,plan,Total,21,2900
9,15,plan,KP,21,2900
9,15,plan,MP,21,0
9,15,actual,Total,22,4906.18
9,15,actual,KP,22,2422.27
9,15,actual,MP,22,2483.91
9,15,actual,unbalance,22,-206.18
9,15,plan,Total,22,4700
9,15,plan,KP,22,2350
9,15,plan,MP,22,2350
9,15,actual,Total,23,4867.68
9,15,actual,KP,23,2690.32
9,15,actual,MP,23,2177.36
9,15,actual,unbalance,23,-267.68
9,15,plan,Total,23,4600
9,15,plan,KP,23,2350
9,15,plan,MP,23,2250
9,15,actual,Total,24,4121.16
9,15,actual,KP,24,2184.72
9,15,actual,MP,24,1936.45
9,15,actual,unbalance,24,578.84
9,15,plan,Total,24,4700
9,15,plan,KP,24,2400
9,15,plan,MP,24,2300
9,15,actual,Total,25,4933.09
9,15,actual,KP,25,2673.25
9,15,actual,MP,25,2259.84
9,15,actual,unbalance,25,-83.09
9,15,plan,Total,25,4850
9,15,plan,KP,25,2650
9,15,plan,MP,25,2200
9,15,actual,Total,26,4180.08
9,15,actual,KP,26,2592.52
9,15,actual,MP,26,1587.56
9,15,actual,unbalance,26,419.92
9,15,plan,Total,26,4600
9,15,plan,KP,26,2500
9,15,plan,MP,26,2100
9,15,actual,Total,27,4612.92
9,15,actual,KP,27,2499.69
9,15,actual,MP,27,2113.23
9,15,actual,unbalance,27,-12.92
9,15,plan,Total,27,4600
9,15,plan,KP,27,2500
9,15,plan,MP,27,2100
9,15,actual,Total,28,4281.41
9,15,actual,KP,28,2381.09
9,15,actual,MP,28,1900.32
9,15,actual,unbalance,28,118.59
9,15,plan,Total,28,4400
9,15,plan,KP,28,2500
9,15,plan,MP,28,1900
9,15,actual,Total,29,4989.42
9,15,actual,KP,29,2299.46
9,15,actual,MP,29,2689.96
9,15,actual,unbalance,29,-389.42
9,15,plan,Total,29,4600
9,15,plan,KP,29,2500
9,15,plan,MP,29,2100
9,15,actual,Total,30,4552.14
9,15,actual,KP,30,2407.04
9,15,actual,MP,30,2145.1
9,15,actual,unbalance,30,47.86
9,15,plan,Total,30,4600
9,15,plan,KP,30,2500
9,15,plan,MP,30,2100
9,15,actual,Total,31,
9,15,actual,KP,31,
9,15,actual,MP,31,
9,15,actual,unbalance,31,
9,15,plan,Total,31,
9,15,plan,KP,31,
9,15,plan,MP,31,
9,16,actual,Total,1,4663.41
9,16,actual,KP,1,2807.34
9,16,actual,MP,1,1856.07
9,16,actual,unbalance,1,375.59
9,16,plan,Total,1,5039
9,16,plan,KP,1,2821.54
9,16,plan,MP,1,2217.93
9,16,actual,Total,2,4360
9,16,actual,KP,2,2915.33
9,16,actual,MP,2,1444.67
9,16,actual,unbalance,2,586
9,16,plan,Total,2,4946
9,16,plan,KP,2,3030.69
9,16,plan,MP,2,1915.49
9,16,actual,Total,3,5067.77
9,16,actual,KP,3,2861.24
9,16,actual,MP,3,2206.53
9,16,actual,unbalance,3,-121.77
9,16,plan,Total,3,4946
9,16,plan,KP,3,3030.69
9,16,plan,MP,3,1915.49
9,16,actual,Total,4,4966.91
9,16,actual,KP,4,2639.33
9,16,actual,MP,4,2327.59
9,16,actual,unbalance,4,-120.91
9,16,plan,Total,4,4846
9,16,plan,KP,4,2930.69
9,16,plan,MP,4,1915.49
9,16,actual,Total,5,5900.37
9,16,actual,KP,5,3151.72
9,16,actual,MP,5,2748.65
9,16,actual,unbalance,5,-754.37
9,16,plan,Total,5,5146
9,16,plan,KP,5,3030.69
9,16,plan,MP,5,2115.49
9,16,actual,Total,6,5863.52
9,16,actual,KP,6,3027.54
9,16,actual,MP,6,2835.98
9,16,actual,unbalance,6,-817.52
9,16,plan,Total,6,5046
9,16,plan,KP,6,2830.69
9,16,plan,MP,6,2215.49
9,16,actual,Total,7,5116.26
9,16,actual,KP,7,2903.14
9,16,actual,MP,7,2213.11
9,16,actual,unbalance,7,-270.26
9,16,plan,Total,7,4846
9,16,plan,KP,7,2630.69
9,16,plan,MP,7,2215.49
9,16,actual,Total,8,5558.56
9,16,actual,KP,8,2798.53
9,16,actual,MP,8,2760.03
9,16,actual,unbalance,8,429.44
9,16,plan,Total,8,5988
9,16,plan,KP,8,3151.91
9,16,plan,MP,8,2835.98
9,16,actual,Total,9,5201.52
9,16,actual,KP,9,2967.88
9,16,actual,MP,9,2233.65
9,16,actual,unbalance,9,-85.52
9,16,plan,Total,9,5116
9,16,plan,KP,9,2903.3
9,16,plan,MP,9,2213.11
9,16,actual,Total,10,5480.18
9,16,actual,KP,10,2827.56
9,16,actual,MP,10,2652.62
9,16,actual,unbalance,10,307.82
9,16,plan,Total,10,5788
9,16,plan,KP,10,3027.54
9,16,plan,MP,10,2760.03
9,16,actual,Total,11,5665.2
9,16,actual,KP,11,3092.14
9,16,actual,MP,11,2573.07
9,16,actual,unbalance,11,-463.2
9,16,plan,Total,11,5202
9,16,plan,KP,11,2967.88
9,16,plan,MP,11,2233.65
9,16,actual,Total,12,5874.8
9,16,actual,KP,12,3047.53
9,16,actual,MP,12,2827.27
9,16,actual,unbalance,12,-394.8
9,16,plan,Total,12,5480
9,16,plan,KP,12,2827.56
9,16,plan,MP,12,2652.62
9,16,actual,Total,13,5989.7
9,16,actual,KP,13,3019.96
9,16,actual,MP,13,2969.75
9,16,actual,unbalance,13,-509.7
9,16,plan,Total,13,5480
9,16,plan,KP,13,2827.56
9,16,plan,MP,13,2652.62
9,16,actual,Total,14,5295.69
9,16,actual,KP,14,2933.73
9,16,actual,MP,14,2361.96
9,16,actual,unbalance,14,279.31
9,16,plan,Total,14,5575
9,16,plan,KP,14,3047.53
9,16,plan,MP,14,2527.27
9,16,actual,Total,15,4880.72
9,16,actual,KP,15,2726.51
9,16,actual,MP,15,2154.21
9,16,actual,unbalance,15,491.28
9,16,plan,Total,15,5372
9,16,plan,KP,15,2798.53
9,16,plan,MP,15,2573.07
9,16,actual,Total,16,4736.16
9,16,actual,KP,16,2690.03
9,16,actual,MP,16,2046.13
9,16,actual,unbalance,16,659.84
9,16,plan,Total,16,5396
9,16,plan,KP,16,2933.73
9,16,plan,MP,16,2461.96
9,16,actual,Total,17,5242.57
9,16,actual,KP,17,2646.22
9,16,actual,MP,17,2596.35
9,16,actual,unbalance,17,-52.57
9,16,plan,Total,17,5190
9,16,plan,KP,17,2827.56
9,16,plan,MP,17,2361.96
9,16,actual,Total,18,5196.23
9,16,actual,KP,18,2973.29
9,16,actual,MP,18,2222.94
9,16,actual,unbalance,18,-196.23
9,16,plan,Total,18,5000
9,16,plan,KP,18,2750.03
9,16,plan,MP,18,2250.13
9,16,actual,Total,19,4854.72
9,16,actual,KP,19,2599.86
9,16,actual,MP,19,2254.86
9,16,actual,unbalance,19,95.28
9,16,plan,Total,19,4950
9,16,plan,KP,19,2650.03
9,16,plan,MP,19,2300.13
9,16,actual,Total,20,3825.11
9,16,actual,KP,20,1930.97
9,16,actual,MP,20,1894.15
9,16,actual,unbalance,20,1224.89
9,16,plan,Total,20,5050
9,16,plan,KP,20,2750
9,16,plan,MP,20,2300
9,16,actual,Total,21,2457.49
9,16,actual,KP,21,2457.49
9,16,actual,MP,21,0
9,16,actual,unbalance,21,192.51
9,16,plan,Total,21,2650
9,16,plan,KP,21,2650
9,16,plan,MP,21,0
9,16,actual,Total,22,4274.61
9,16,actual,KP,22,2501.01
9,16,actual,MP,22,1773.6
9,16,actual,unbalance,22,775.39
9,16,plan,Total,22,5050
9,16,plan,KP,22,2750
9,16,plan,MP,22,2300
9,16,actual,Total,23,4751.89
9,16,actual,KP,23,2609.78
9,16,actual,MP,23,2142.11
9,16,actual,unbalance,23,-501.89
9,16,plan,Total,23,4250
9,16,plan,KP,23,2300
9,16,plan,MP,23,1950
9,16,actual,Total,24,4456.56
9,16,actual,KP,24,2526.64
9,16,actual,MP,24,1929.92
9,16,actual,unbalance,24,-206.56
9,16,plan,Total,24,4250
9,16,plan,KP,24,2400
9,16,plan,MP,24,1850
9,16,actual,Total,25,5024.99
9,16,actual,KP,25,2753.8
9,16,actual,MP,25,2271.18
9,16,actual,unbalance,25,-324.99
9,16,plan,Total,25,4700
9,16,plan,KP,25,2550
9,16,plan,MP,25,2150
9,16,actual,Total,26,4364.39
9,16,actual,KP,26,2642.22
9,16,actual,MP,26,1722.17
9,16,actual,unbalance,26,235.61
9,16,plan,Total,26,4600
9,16,plan,KP,26,2550
9,16,plan,MP,26,2050
9,16,actual,Total,27,4969.41
9,16,actual,KP,27,2617.24
9,16,actual,MP,27,2352.17
9,16,actual,unbalance,27,-369.41
9,16,plan,Total,27,4600
9,16,plan,KP,27,2550
9,16,plan,MP,27,2050
9,16,actual,Total,28,4291.8
9,16,actual,KP,28,2562.27
9,16,actual,MP,28,1729.53
9,16,actual,unbalance,28,158.2
9,16,plan,Total,28,4450
9,16,plan,KP,28,2550
9,16,plan,MP,28,1900
9,16,actual,Total,29,5011.47
9,16,actual,KP,29,2595.38
9,16,actual,MP,29,2416.09
9,16,actual,unbalance,29,-361.47
9,16,plan,Total,29,4650
9,16,plan,KP,29,2550
9,16,plan,MP,29,2100
9,16,actual,Total,30,4154.12
9,16,actual,KP,30,2293.93
9,16,actual,MP,30,1860.2
9,16,actual,unbalance,30,395.88
9,16,plan,Total,30,4550
9,16,plan,KP,30,2450
9,16,plan,MP,30,2100
9,16,actual,Total,31,
9,16,actual,KP,31,
9,16,actual,MP,31,
9,16,actual,unbalance,31,
9,16,plan,Total,31,
9,16,plan,KP,31,
9,16,plan,MP,31,
9,17,actual,Total,1,4247.1
9,17,actual,KP,1,2699.1
9,17,actual,MP,1,1548.01
9,17,actual,unbalance,1,464.9
9,17,plan,Total,1,4712
9,17,plan,KP,1,2856.4
9,17,plan,MP,1,1855.67
9,17,actual,Total,2,4579.06
9,17,actual,KP,2,2781.17
9,17,actual,MP,2,1797.89
9,17,actual,unbalance,2,488.94
9,17,plan,Total,2,5068
9,17,plan,KP,2,3059.87
9,17,plan,MP,2,2007.84
9,17,actual,Total,3,5395.68
9,17,actual,KP,3,3022.36
9,17,actual,MP,3,2373.32
9,17,actual,unbalance,3,-627.68
9,17,plan,Total,3,4768
9,17,plan,KP,3,2959.87
9,17,plan,MP,3,1807.84
9,17,actual,Total,4,5187.26
9,17,actual,KP,4,2738.11
9,17,actual,MP,4,2449.15
9,17,actual,unbalance,4,-719.26
9,17,plan,Total,4,4468
9,17,plan,KP,4,2859.87
9,17,plan,MP,4,1607.84
9,17,actual,Total,5,5679.39
9,17,actual,KP,5,3114.6
9,17,actual,MP,5,2564.79
9,17,actual,unbalance,5,-511.39
9,17,plan,Total,5,5168
9,17,plan,KP,5,2959.87
9,17,plan,MP,5,2207.84
9,17,actual,Total,6,5728.12
9,17,actual,KP,6,3057.25
9,17,actual,MP,6,2670.87
9,17,actual,unbalance,6,-560.12
9,17,plan,Total,6,5168
9,17,plan,KP,6,2859.87
9,17,plan,MP,6,2307.84
9,17,actual,Total,7,5230.72
9,17,actual,KP,7,2999.24
9,17,actual,MP,7,2231.48
9,17,actual,unbalance,7,-162.72
9,17,plan,Total,7,5068
9,17,plan,KP,7,2759.87
9,17,plan,MP,7,2307.84
9,17,actual,Total,8,5474.78
9,17,actual,KP,8,2776.2
9,17,actual,MP,8,2698.58
9,17,actual,unbalance,8,311.22
9,17,plan,Total,8,5786
9,17,plan,KP,8,3114.79
9,17,plan,MP,8,2670.87
9,17,actual,Total,9,5788.77
9,17,actual,KP,9,3145.44
9,17,actual,MP,9,2643.33
9,17,actual,unbalance,9,-557.77
9,17,plan,Total,9,5231
9,17,plan,KP,9,2999.4
9,17,plan,MP,9,2231.48
9,17,actual,Total,10,5276.08
9,17,actual,KP,10,2634.66
9,17,actual,MP,10,2641.42
9,17,actual,unbalance,10,479.92
9,17,plan,Total,10,5756
9,17,plan,KP,10,3057.25
9,17,plan,MP,10,2698.58
9,17,actual,Total,11,5648.51
9,17,actual,KP,11,2994.86
9,17,actual,MP,11,2653.66
9,17,actual,unbalance,11,140.49
9,17,plan,Total,11,5789
9,17,plan,KP,11,3145.44
9,17,plan,MP,11,2643.33
9,17,actual,Total,12,5794.21
9,17,actual,KP,12,2760.46
9,17,actual,MP,12,3033.76
9,17,actual,unbalance,12,-318.21
9,17,plan,Total,12,5476
9,17,plan,KP,12,2834.66
9,17,plan,MP,12,2641.42
9,17,actual,Total,13,5244.15
9,17,actual,KP,13,2866.66
9,17,actual,MP,13,2377.5
9,17,actual,unbalance,13,231.85
9,17,plan,Total,13,5476
9,17,plan,KP,13,2834.66
9,17,plan,MP,13,2641.42
9,17,actual,Total,14,5148.64
9,17,actual,KP,14,2765.31
9,17,actual,MP,14,2383.33
9,17,actual,unbalance,14,162.36
9,17,plan,Total,14,5311
9,17,plan,KP,14,2760.46
9,17,plan,MP,14,2550.76
9,17,actual,Total,15,5229.22
9,17,actual,KP,15,2794.55
9,17,actual,MP,15,2434.67
9,17,actual,unbalance,15,200.78
9,17,plan,Total,15,5430
9,17,plan,KP,15,2776.2
9,17,plan,MP,15,2653.66
9,17,actual,Total,16,4777.87
9,17,actual,KP,16,2764.59
9,17,actual,MP,16,2013.28
9,17,actual,unbalance,16,523.13
9,17,plan,Total,16,5301
9,17,plan,KP,16,2800.31
9,17,plan,MP,16,2500.31
9,17,actual,Total,17,4590.89
9,17,actual,KP,17,2529.4
9,17,actual,MP,17,2061.49
9,17,actual,unbalance,17,627.11
9,17,plan,Total,17,5218
9,17,plan,KP,17,2834.66
9,17,plan,MP,17,2383.33
9,17,actual,Total,18,4478.44
9,17,actual,KP,18,2903.77
9,17,actual,MP,18,1574.67
9,17,actual,unbalance,18,422.56
9,17,plan,Total,18,4901
9,17,plan,KP,18,2750.59
9,17,plan,MP,18,2150.28
9,17,actual,Total,19,5165.15
9,17,actual,KP,19,2809.54
9,17,actual,MP,19,2355.6
9,17,actual,unbalance,19,-314.15
9,17,plan,Total,19,4851
9,17,plan,KP,19,2750.59
9,17,plan,MP,19,2100.28
9,17,actual,Total,20,4498.36
9,17,actual,KP,20,2223.51
9,17,actual,MP,20,2274.85
9,17,actual,unbalance,20,101.64
9,17,plan,Total,20,4600
9,17,plan,KP,20,2800
9,17,plan,MP,20,1800
9,17,actual,Total,21,2176.28
9,17,actual,KP,21,2176.28
9,17,actual,MP,21,0
9,17,actual,unbalance,21,623.72
9,17,plan,Total,21,2800
9,17,plan,KP,21,2800
9,17,plan,MP,21,0
9,17,actual,Total,22,4280.39
9,17,actual,KP,22,2367.78
9,17,actual,MP,22,1912.61
9,17,actual,unbalance,22,319.61
9,17,plan,Total,22,4600
9,17,plan,KP,22,2800
9,17,plan,MP,22,1800
9,17,actual,Total,23,4930.37
9,17,actual,KP,23,2710.75
9,17,actual,MP,23,2219.62
9,17,actual,unbalance,23,-330.37
9,17,plan,Total,23,4600
9,17,plan,KP,23,2800
9,17,plan,MP,23,1800
9,17,actual,Total,24,4788.11
9,17,actual,KP,24,2561.4
9,17,actual,MP,24,2226.71
9,17,actual,unbalance,24,-388.11
9,17,plan,Total,24,4400
9,17,plan,KP,24,2450
9,17,plan,MP,24,1950
9,17,actual,Total,25,4911.12
9,17,actual,KP,25,2709.03
9,17,actual,MP,25,2202.1
9,17,actual,unbalance,25,-61.12
9,17,plan,Total,25,4850
9,17,plan,KP,25,2650
9,17,plan,MP,25,2200
9,17,actual,Total,26,4246.05
9,17,actual,KP,26,2604.24
9,17,actual,MP,26,1641.82
9,17,actual,unbalance,26,603.95
9,17,plan,Total,26,4850
9,17,plan,KP,26,2600
9,17,plan,MP,26,2250
9,17,actual,Total,27,5278.59
9,17,actual,KP,27,2761.48
9,17,actual,MP,27,2517.11
9,17,actual,unbalance,27,-428.59
9,17,plan,Total,27,4850
9,17,plan,KP,27,2600
9,17,plan,MP,27,2250
9,17,actual,Total,28,4203.17
9,17,actual,KP,28,2447.08
9,17,actual,MP,28,1756.09
9,17,actual,unbalance,28,246.83
9,17,plan,Total,28,4450
9,17,plan,KP,28,2500
9,17,plan,MP,28,1950
9,17,actual,Total,29,4591.96
9,17,actual,KP,29,2613.35
9,17,actual,MP,29,1978.61
9,17,actual,unbalance,29,-141.96
9,17,plan,Total,29,4450
9,17,plan,KP,29,2500
9,17,plan,MP,29,1950
9,17,actual,Total,30,4206.23
9,17,actual,KP,30,2316.2
9,17,actual,MP,30,1890.03
9,17,actual,unbalance,30,243.77
9,17,plan,Total,30,4450
9,17,plan,KP,30,2500
9,17,plan,MP,30,1950
9,17,actual,Total,31,
9,17,actual,KP,31,
9,17,actual,MP,31,
9,17,actual,unbalance,31,
9,17,plan,Total,31,
9,17,plan,KP,31,
9,17,plan,MP,31,
9,18,actual,Total,1,4666.85
9,18,actual,KP,1,2765.65
9,18,actual,MP,1,1901.2
9,18,actual,unbalance,1,108.15
9,18,plan,Total,1,4775
9,18,plan,KP,1,2684.49
9,18,plan,MP,1,2090.86
9,18,actual,Total,2,4956.74
9,18,actual,KP,2,2942.05
9,18,actual,MP,2,2014.68
9,18,actual,unbalance,2,-53.74
9,18,plan,Total,2,4903
9,18,plan,KP,2,2798.72
9,18,plan,MP,2,2104.62
9,18,actual,Total,3,5171.11
9,18,actual,KP,3,2783.93
9,18,actual,MP,3,2387.19
9,18,actual,unbalance,3,-268.11
9,18,plan,Total,3,4903
9,18,plan,KP,3,2798.72
9,18,plan,MP,3,2104.62
9,18,actual,Total,4,5075.82
9,18,actual,KP,4,2622.06
9,18,actual,MP,4,2453.76
9,18,actual,unbalance,4,-272.82
9,18,plan,Total,4,4803
9,18,plan,KP,4,2798.72
9,18,plan,MP,4,2004.62
9,18,actual,Total,5,5788.79
9,18,actual,KP,5,3036.71
9,18,actual,MP,5,2752.08
9,18,actual,unbalance,5,-785.79
9,18,plan,Total,5,5003
9,18,plan,KP,5,2798.72
9,18,plan,MP,5,2204.62
9,18,actual,Total,6,5523.58
9,18,actual,KP,6,3051.65
9,18,actual,MP,6,2471.93
9,18,actual,unbalance,6,-420.58
9,18,plan,Total,6,5103
9,18,plan,KP,6,2798.72
9,18,plan,MP,6,2304.62
9,18,actual,Total,7,4971.15
9,18,actual,KP,7,2825.21
9,18,actual,MP,7,2145.94
9,18,actual,unbalance,7,131.85
9,18,plan,Total,7,5103
9,18,plan,KP,7,2798.72
9,18,plan,MP,7,2304.62
9,18,actual,Total,8,5350.47
9,18,actual,KP,8,2842.53
9,18,actual,MP,8,2507.94
9,18,actual,unbalance,8,158.53
9,18,plan,Total,8,5509
9,18,plan,KP,8,3036.89
9,18,plan,MP,8,2471.93
9,18,actual,Total,9,5849.21
9,18,actual,KP,9,3171.33
9,18,actual,MP,9,2677.88
9,18,actual,unbalance,9,-651.21
9,18,plan,Total,9,5198
9,18,plan,KP,9,3051.8
9,18,plan,MP,9,2145.94
9,18,actual,Total,10,5373.7
9,18,actual,KP,10,2530.29
9,18,actual,MP,10,2843.41
9,18,actual,unbalance,10,186.3
9,18,plan,Total,10,5560
9,18,plan,KP,10,3051.65
9,18,plan,MP,10,2507.94
9,18,actual,Total,11,5223.09
9,18,actual,KP,11,2892.02
9,18,actual,MP,11,2331.07
9,18,actual,unbalance,11,625.91
9,18,plan,Total,11,5849
9,18,plan,KP,11,3171.33
9,18,plan,MP,11,2677.88
9,18,actual,Total,12,5424.34
9,18,actual,KP,12,2665.12
9,18,actual,MP,12,2759.22
9,18,actual,unbalance,12,149.66
9,18,plan,Total,12,5574
9,18,plan,KP,12,2730.29
9,18,plan,MP,12,2843.41
9,18,actual,Total,13,5316.2
9,18,actual,KP,13,3019.25
9,18,actual,MP,13,2296.95
9,18,actual,unbalance,13,257.81
9,18,plan,Total,13,5574
9,18,plan,KP,13,2730.29
9,18,plan,MP,13,2843.41
9,18,actual,Total,14,5148.44
9,18,actual,KP,14,2797.24
9,18,actual,MP,14,2351.21
9,18,actual,unbalance,14,275.56
9,18,plan,Total,14,5424
9,18,plan,KP,14,2665.12
9,18,plan,MP,14,2759.22
9,18,actual,Total,15,5140.2
9,18,actual,KP,15,2750.03
9,18,actual,MP,15,2390.17
9,18,actual,unbalance,15,33.8
9,18,plan,Total,15,5174
9,18,plan,KP,15,2842.53
9,18,plan,MP,15,2331.07
9,18,actual,Total,16,4502.35
9,18,actual,KP,16,2483.37
9,18,actual,MP,16,2018.98
9,18,actual,unbalance,16,645.65
9,18,plan,Total,16,5148
9,18,plan,KP,16,2797.24
9,18,plan,MP,16,2351.21
9,18,actual,Total,17,4317.41
9,18,actual,KP,17,2464.45
9,18,actual,MP,17,1852.96
9,18,actual,unbalance,17,763.59
9,18,plan,Total,17,5081
9,18,plan,KP,17,2730.29
9,18,plan,MP,17,2351.21
9,18,actual,Total,18,4514.42
9,18,actual,KP,18,2761.67
9,18,actual,MP,18,1752.75
9,18,actual,unbalance,18,86.59
9,18,plan,Total,18,4601
9,18,plan,KP,18,2600.37
9,18,plan,MP,18,2000.98
9,18,actual,Total,19,4743.89
9,18,actual,KP,19,2738.36
9,18,actual,MP,19,2005.53
9,18,actual,unbalance,19,-142.89
9,18,plan,Total,19,4601
9,18,plan,KP,19,2600.37
9,18,plan,MP,19,2000.98
9,18,actual,Total,20,4344.32
9,18,actual,KP,20,2081.25
9,18,actual,MP,20,2263.08
9,18,actual,unbalance,20,155.68
9,18,plan,Total,20,4500
9,18,plan,KP,20,2600
9,18,plan,MP,20,1900
9,18,actual,Total,21,2267.83
9,18,actual,KP,21,2267.83
9,18,actual,MP,21,0
9,18,actual,unbalance,21,382.17
9,18,plan,Total,21,2650
9,18,plan,KP,21,2650
9,18,plan,MP,21,0
9,18,actual,Total,22,4173.3
9,18,actual,KP,22,2366.95
9,18,actual,MP,22,1806.35
9,18,actual,unbalance,22,326.7
9,18,plan,Total,22,4500
9,18,plan,KP,22,2600
9,18,plan,MP,22,1900
9,18,actual,Total,23,4742.34
9,18,actual,KP,23,2415.51
9,18,actual,MP,23,2326.83
9,18,actual,unbalance,23,-242.34
9,18,plan,Total,23,4500
9,18,plan,KP,23,2600
9,18,plan,MP,23,1900
9,18,actual,Total,24,4919.38
9,18,actual,KP,24,2127.03
9,18,actual,MP,24,2792.35
9,18,actual,unbalance,24,-569.38
9,18,plan,Total,24,4350
9,18,plan,KP,24,2450
9,18,plan,MP,24,1900
9,18,actual,Total,25,4489.18
9,18,actual,KP,25,2644.77
9,18,actual,MP,25,1844.4
9,18,actual,unbalance,25,210.83
9,18,plan,Total,25,4700
9,18,plan,KP,25,2400
9,18,plan,MP,25,2300
9,18,actual,Total,26,4450.72
9,18,actual,KP,26,2542.88
9,18,actual,MP,26,1907.84
9,18,actual,unbalance,26,349.28
9,18,plan,Total,26,4800
9,18,plan,KP,26,2400
9,18,plan,MP,26,2400
9,18,actual,Total,27,4784.12
9,18,actual,KP,27,2484.19
9,18,actual,MP,27,2299.93
9,18,actual,unbalance,27,15.89
9,18,plan,Total,27,4800
9,18,plan,KP,27,2400
9,18,plan,MP,27,2400
9,18,actual,Total,28,4543
9,18,actual,KP,28,2453.25
9,18,actual,MP,28,2089.75
9,18,actual,unbalance,28,-93
9,18,plan,Total,28,4450
9,18,plan,KP,28,2550
9,18,plan,MP,28,1900
9,18,actual,Total,29,4553.21
9,18,actual,KP,29,2459.48
9,18,actual,MP,29,2093.72
9,18,actual,unbalance,29,-103.21
9,18,plan,Total,29,4450
9,18,plan,KP,29,2550
9,18,plan,MP,29,1900
9,18,actual,Total,30,4138.89
9,18,actual,KP,30,2275.28
9,18,actual,MP,30,1863.61
9,18,actual,unbalance,30,311.11
9,18,plan,Total,30,4450
9,18,plan,KP,30,2550
9,18,plan,MP,30,1900
9,18,actual,Total,31,
9,18,actual,KP,31,
9,18,actual,MP,31,
9,18,actual,unbalance,31,
9,18,plan,Total,31,
9,18,plan,KP,31,
9,18,plan,MP,31,
9,19,actual,Total,1,4260.34
9,19,actual,KP,1,2425.6
9,19,actual,MP,1,1834.73
9,19,actual,unbalance,1,125.66
9,19,plan,Total,1,4386
9,19,plan,KP,1,2332.57
9,19,plan,MP,1,2053.17
9,19,actual,Total,2,4610.53
9,19,actual,KP,2,2761.73
9,19,actual,MP,2,1848.8
9,19,actual,unbalance,2,-107.53
9,19,plan,Total,2,4503
9,19,plan,KP,2,2458.88
9,19,plan,MP,2,2044.19
9,19,actual,Total,3,5062.3
9,19,actual,KP,3,2579.76
9,19,actual,MP,3,2482.54
9,19,actual,unbalance,3,-559.3
9,19,plan,Total,3,4503
9,19,plan,KP,3,2458.88
9,19,plan,MP,3,2044.19
9,19,actual,Total,4,4609.12
9,19,actual,KP,4,2222.93
9,19,actual,MP,4,2386.2
9,19,actual,unbalance,4,-106.12
9,19,plan,Total,4,4503
9,19,plan,KP,4,2458.88
9,19,plan,MP,4,2044.19
9,19,actual,Total,5,5177.22
9,19,actual,KP,5,2519.76
9,19,actual,MP,5,2657.46
9,19,actual,unbalance,5,-474.22
9,19,plan,Total,5,4703
9,19,plan,KP,5,2458.88
9,19,plan,MP,5,2244.19
9,19,actual,Total,6,4858.01
9,19,actual,KP,6,2757.93
9,19,actual,MP,6,2100.09
9,19,actual,unbalance,6,-155.01
9,19,plan,Total,6,4703
9,19,plan,KP,6,2458.88
9,19,plan,MP,6,2244.19
9,19,actual,Total,7,5213.03
9,19,actual,KP,7,2667.24
9,19,actual,MP,7,2545.79
9,19,actual,unbalance,7,-510.03
9,19,plan,Total,7,4703
9,19,plan,KP,7,2458.88
9,19,plan,MP,7,2244.19
9,19,actual,Total,8,4634.39
9,19,actual,KP,8,2492.01
9,19,actual,MP,8,2142.38
9,19,actual,unbalance,8,-14.39
9,19,plan,Total,8,4620
9,19,plan,KP,8,2519.95
9,19,plan,MP,8,2100.09
9,19,actual,Total,9,5391.23
9,19,actual,KP,9,2661.91
9,19,actual,MP,9,2729.32
9,19,actual,unbalance,9,-533.23
9,19,plan,Total,9,4858
9,19,plan,KP,9,2758.1
9,19,plan,MP,9,2100.09
9,19,actual,Total,10,4641.2
9,19,actual,KP,10,2211.71
9,19,actual,MP,10,2429.49
9,19,actual,unbalance,10,258.8
9,19,plan,Total,10,4900
9,19,plan,KP,10,2757.93
9,19,plan,MP,10,2142.38
9,19,actual,Total,11,4989.49
9,19,actual,KP,11,2431.82
9,19,actual,MP,11,2557.67
9,19,actual,unbalance,11,401.51
9,19,plan,Total,11,5391
9,19,plan,KP,11,2661.91
9,19,plan,MP,11,2729.32
9,19,actual,Total,12,4731.08
9,19,actual,KP,12,2440.1
9,19,actual,MP,12,2290.98
9,19,actual,unbalance,12,109.92
9,19,plan,Total,12,4841
9,19,plan,KP,12,2411.71
9,19,plan,MP,12,2429.49
9,19,actual,Total,13,5026.25
9,19,actual,KP,13,2479.24
9,19,actual,MP,13,2547.01
9,19,actual,unbalance,13,-185.25
9,19,plan,Total,13,4841
